182.480000;5.418647;10.067130
182.520000;5.469716;10.010267
182.560000;5.519349;9.954304
182.600000;5.567582;9.899229
182.640000;5.614451;9.845029
182.680000;5.659992;9.791689
182.720000;5.704240;9.739197
182.760000;5.747232;9.687539
182.800000;5.789004;9.636702
182.840000;5.829591;9.586672
182.880000;5.869029;9.537436
182.920000;5.907354;9.488981
182.960000;5.944602;9.441292
183.000000;5.980808;9.394358
183.040000;6.016010;9.348164
183.080000;6.050241;9.302697
183.120000;6.083539;9.257943
183.160000;6.115939;9.213890
183.200000;6.147477;9.170524
183.240000;6.178189;9.127831
183.280000;6.208111;9.085799
183.320000;6.237279;9.044413
183.360000;6.265728;9.003660
183.400000;6.293494;8.963528
183.440000;6.320613;8.924002
183.480000;6.347122;8.885069
183.520000;6.373055;8.846716
183.560000;6.398449;8.808929
183.600000;6.423340;8.771696
183.640000;6.447763;8.735002
183.680000;6.471755;8.698834
183.720000;6.495350;8.663179
183.760000;6.518586;8.628024
183.800000;6.541498;8.593355
183.840000;6.564122;8.559158
183.880000;6.586493;8.525421
183.920000;6.608647;8.492130
183.960000;6.630622;8.459271
184.000000;6.652451;8.426832
184.040000;6.674171;8.394798
184.080000;6.695819;8.363157
184.120000;6.717429;8.331895
184.160000;6.739038;8.300999
184.200000;6.760681;8.270454
184.240000;6.782395;8.240249
184.280000;6.804214;8.210369
184.320000;6.826177;8.180801
184.360000;6.848317;8.151532
184.400000;6.870670;8.122549
184.440000;6.893274;8.093837
184.480000;6.916163;8.065384
184.520000;6.939373;8.037176
184.560000;6.962941;8.009200
184.600000;6.986902;7.981442
184.640000;7.011292;7.953890
184.680000;7.036146;7.926529
184.720000;7.061502;7.899346
184.760000;7.087394;7.872328
184.800000;7.113858;7.845462
184.840000;7.140931;7.818733
184.880000;7.168647;7.792130
184.920000;7.197034;7.765637
184.960000;7.226074;7.739233
185.000000;7.255741;7.712898
185.040000;7.286010;7.686610
185.080000;7.316853;7.660348
185.120000;7.348245;7.634091
185.160000;7.380159;7.607817
185.200000;7.412569;7.581504
185.240000;7.445449;7.555132
185.280000;7.478772;7.528678
185.320000;7.512511;7.502122
185.360000;7.546642;7.475442
185.400000;7.581137;7.448617
185.440000;7.615970;7.421626
185.480000;7.651114;7.394446
185.520000;7.686545;7.367057
185.560000;7.722234;7.339438
185.600000;7.758156;7.311566
185.640000;7.794285;7.283421
185.680000;7.830594;7.254980
185.720000;7.867057;7.226224
185.760000;7.903647;7.197130
185.800000;7.940339;7.167677
185.840000;7.977107;7.137843
185.880000;8.013922;7.107608
185.920000;8.050761;7.076950
185.960000;8.087595;7.045847
186.000000;8.124399;7.014278
186.040000;8.161147;6.982222
186.080000;8.197812;6.949657
186.120000;8.234368;6.916562
186.160000;8.270789;6.882915
186.200000;8.307048;6.848696
186.240000;8.343119;6.813883
186.280000;8.378975;6.778454
186.320000;8.414592;6.742388
186.360000;8.449941;6.705663
186.400000;8.484997;6.668259
186.440000;8.519734;6.630154
186.480000;8.554125;6.591327
186.520000;8.588143;6.551755
186.560000;8.621764;6.511418
186.600000;8.654960;6.470295
186.640000;8.687704;6.428363
186.680000;8.719972;6.385603
186.720000;8.751736;6.341991
186.760000;8.782970;6.297507
