42.8000;8.498647;4.92213
42.8400;8.498647;4.92213
42.8800;8.498647;4.92213
42.9200;8.472836;4.951633
42.9600;8.447024;4.981136
43.0000;8.421213;5.010639
43.0400;8.395402;5.040142
43.0800;8.369591;5.069644
43.1200;8.34378;5.099147
43.1600;8.317968;5.12865
43.2000;8.292157;5.158153
43.2400;8.266346;5.187656
43.2800;8.240535;5.217159
43.3200;8.214734;5.246671
43.3600;8.188944;5.276192
43.4000;8.163164;5.305723
43.4400;8.137395;5.335263
43.4800;8.111637;5.364812
43.5200;8.085879;5.394361
43.5600;8.060122;5.42391
43.6000;8.034364;5.453459
43.6400;8.008606;5.483008
43.6800;7.982848;5.512558
43.7200;7.957089;5.542107
43.7600;7.931331;5.571656
43.8000;7.905573;5.601205
43.8400;7.879815;5.630754
43.8800;7.854056;5.660303
43.9200;7.828298;5.689852
43.9600;7.80254;5.719401
44.0000;7.776782;5.74895
44.0400;7.751023;5.7785
44.0800;7.725265;5.808049
44.1200;7.699507;5.837598
44.1600;7.673748;5.867147
44.2000;7.64799;5.896696
44.2400;7.622232;5.926245
44.2800;7.596474;5.955794
44.3200;7.570715;5.985343
44.3600;7.544957;6.014893
44.4000;7.519199;6.044442
44.4400;7.493441;6.073991
44.4800;7.467682;6.10354
44.5200;7.441924;6.133089
44.5600;7.416166;6.162638
44.6000;7.390408;6.192187
44.6400;7.364649;6.221736
44.6800;7.338891;6.251286
44.7200;7.313133;6.280835
44.7600;7.287374;6.310384
44.8000;7.261616;6.339933
44.8400;7.235858;6.369482
44.8800;7.2101;6.399031
44.9200;7.184341;6.42858
44.9600;7.158583;6.458129
45.0000;7.132825;6.487679
45.0400;7.107067;6.517228
45.0800;7.081308;6.546777
45.1200;7.05555;6.576326
45.1600;7.029792;6.605875
45.2000;7.004034;6.635424
45.2400;6.978275;6.664973
45.2800;6.952517;6.694522
45.3200;6.926759;6.724072
45.3600;6.901;6.753621
45.4000;6.875242;6.78317
45.4400;6.849484;6.812719
45.4800;6.823726;6.842268
45.5200;6.797967;6.871817
45.5600;6.772209;6.901366
45.6000;6.746451;6.930915
45.6400;6.720693;6.960464
45.6800;6.694934;6.990014
45.7200;6.669176;7.019563
45.7600;6.643418;7.049112
45.8000;6.61766;7.078661
45.8400;6.591901;7.10821
45.8800;6.566143;7.137759
45.9200;6.540385;7.167308
45.9600;6.514627;7.196857
46.0000;6.488868;7.226407
46.0400;6.46311;7.255956
46.0800;6.437352;7.285505
46.1200;6.411593;7.315054
46.1600;6.385835;7.344603
46.2000;6.360077;7.374152
46.2400;6.334319;7.403701
46.2800;6.30856;7.43325
46.3200;6.282802;7.4628
46.3600;6.257044;7.492349
46.4000;6.231286;7.521898
46.4400;6.205527;7.551447
46.4800;6.179769;7.580996
46.5200;6.154011;7.610545
46.5600;6.128253;7.640094
46.6000;6.102494;7.669643
46.6400;6.076736;7.699193
46.6800;6.050978;7.728742
46.7200;6.025219;7.758291
46.7600;5.999461;7.78784
46.8000;5.973703;7.817389
46.8400;5.947945;7.846938
46.8800;5.922186;7.876487
46.9200;5.896428;7.906036
46.9600;5.87067;7.935585
47.0000;5.844912;7.965135
47.0400;5.819153;7.994684
47.0800;5.793395;8.024233
47.1200;5.767637;8.053782
47.1600;5.741879;8.083332
47.2000;5.71612;8.112882
47.2400;5.690362;8.142431
47.2800;5.664604;8.171981
47.3200;5.638845;8.20153
47.3600;5.613087;8.23108
47.4000;5.587329;8.26063
47.4400;5.561571;8.290179
47.4800;5.535812;8.319729
47.5200;5.510054;8.349278
47.5600;5.484296;8.378828
47.6000;5.458538;8.408378
47.6400;5.432779;8.437927
47.6800;5.407021;8.467477
47.7200;5.381263;8.497026
47.7600;5.355505;8.526576
47.8000;5.329746;8.556126
47.8400;5.303988;8.585675
47.8800;5.27823;8.615225
47.9200;5.252471;8.644774
47.9600;5.226713;8.674324
48.0000;5.200955;8.703874
48.0400;5.175197;8.733423
48.0800;5.149438;8.762973
48.1200;5.12368;8.792522
48.1600;5.097922;8.822072
48.2000;5.072164;8.851622
48.2400;5.046405;8.881171
48.2800;5.020647;8.910721
48.3200;4.994889;8.94027
48.3600;4.969131;8.96982
48.4000;4.943372;8.99937
48.4400;4.917614;9.028919
48.4800;4.891856;9.058469
